,id,text,datetime,authors,year_of_creation
253,106532,"не сыпь мне специи на рану
не лучь ее и не чесночь
у нас тонюсенькие стены
щас ночь
",2022-12-14 12:00:00,Нестер Пим,2015
254,106531,"сварливая свекровь невесткам
пеняет вечно на внучат
тот недоношен этот недо
зачат
",2022-12-13 17:00:00,тры,Unknown
255,106530,"церковным сторожем пропившим
евангелия с псалтырём
орган был тоже постепенно
тырём
",2022-12-13 12:00:00,Нестер Пим,2015
256,106529,"пришёл из школы коля гоголь
достал очередной дневник
и в печь его пока родитель
не вник
",2022-12-12 17:00:00,"Niloff, masia",Unknown
257,106528,"чтоб сохранять как можно дольше
очарование и шик
не налегай на чебуреки
ешь их
",2022-12-12 12:00:01,Нестер Пим,2015
258,106516,"роман дюма грешит пожалуй
одной неточностью всего
куда ни ткни одна неточность
всего
",2022-12-11 12:00:00,Нестер Пим,2015
259,106514,"оне по синьке матерятся
а конспектировать мине
я ими нанятый матограф
сине
",2022-12-10 12:00:00,Нестер Пим,2015
260,106513,"сперва седые летописцы
писали слово о полку
но увлеклись и написали
строку
",2022-12-09 17:00:00,тодибо,Unknown
261,106512,"кустарь поехал на двуколке
за заработками в монтрё
и триумфально воротился
на трё
",2022-12-09 12:00:00,Нестер Пим,2015
262,106511,"пошла бы ольга из ромашек
уже давно плести венок
но нет желания ромашек
и ног
",2022-12-08 17:00:00,андерс,Unknown
263,106510,"двойной бурбон сказали шлюхи
а бармен сам уже кирной
переспросил их сколькирной сколь
кирной
",2022-12-08 12:00:00,Нестер Пим,2015
264,106506,"изольда львовна при погрузке
рояль подвинула правей
одним проверенным движеньем
бровей
",2022-12-07 17:00:00,Мурка,2021
265,106505,"готовый меч необходимо
говном на форуме полить
у предков это называлось
калить
",2022-12-07 12:00:00,Нестер Пим,2015
266,106504,"давно бы умер бедный гамлет
но неуёмный организм
периодически впадает
в тубизм
",2022-12-06 17:00:00,crazy_grant,2017
267,106503,"по просьбе сигурни уивер
был созван экстренный профком
для унизительного спора
про в ком
",2022-12-06 12:00:00,Нестер Пим,2015
268,106501,"то голубой то ярко алой
то вдруг зелёной озорной
заря на небе занималась
хернёй
",2022-12-05 17:00:00,silakrыbak,Unknown
269,106500,"богатыря я был уверен
она хоть лопни не родит
но чтобы криптозоогерма
фродит
",2022-12-05 12:00:01,Нестер Пим,2014
270,106486,"валлийцы ждали от туристов
экскурсий шопинга селфей
а федор конюхов причалив
съел фей
",2022-12-04 12:00:00,Нестер Пим,2014
271,106485,"когда масоне отогнули
три четверти духовных скреп
народ в агонии лаптями
заскреб
",2022-12-03 12:00:00,Нестер Пим,2014
272,106484,"к подножью мраморной оксаны
приполз чешуйчатый олег
и по периметру подножье
олег
",2022-12-02 12:00:00,Нестер Пим,2014
273,106482,"ты без понятия как колют
раскипятился эрик штольц
траволта вяло огрызнулся
ты штоль с
",2022-12-01 12:00:00,Нестер Пим,2014
274,106481,"порой в конторе ночью чей то
утробно чавкает ротень
возможно документообо
ротень
",2022-11-30 17:00:00,KadroviCHka72,Unknown
275,106480,"вот на скалу взошол ныряльщик
безукоризнен и черняв
а вот он скрылся под водою
нырня в
",2022-11-30 12:00:00,Нестер Пим,2014
276,106479,"они сошлись как лёд и пламень
как твердь и голубая высь
ну а народ подумал просто
сошлись
",2022-11-29 17:00:00,zrbvjd,Unknown
277,106478,"от нас не убыло однако
кто съел не плов а казаны
для их же пользы будут нака
заны
",2022-11-29 12:00:00,Нестер Пим,2014
278,106477,"аркадий принимает роды
и проклинает эту глушь
в которой он один и доктор
и муж
",2022-11-28 17:00:00,Муля,2020
279,106476,"на нас надвинулись османе
и каганат и бундесвер
а мы обычнейшие хлюди
не свер
",2022-11-28 12:00:01,Нестер Пим,2014
280,106475,"уже полгода ростим репу
бухаем не стрижём бород
ну нихуя себе сходили
в народ
",2022-11-27 17:00:01,zrbvjd,Unknown
281,106464,"я объяснял ему гриф лютни
девичьей лядвее подобн
а он по ля бн по ля бемолю бн
по до бн
",2022-11-27 12:00:00,Нестер Пим,2014
282,106462,"зимой достать пытался ключик
со дна старинного пруда
и добурился до героя
труда
",2022-11-26 17:00:00,boroda,2017
283,106461,"лишась ноги у гибралтара
ушол на пенсию матрос
а от ноги другой не хуже
отрос
",2022-11-26 12:00:00,Нестер Пим,2014
284,106460,"зима захватывает город
молниеносным маршброском
и я лежу убитый первым
снежком
",2022-11-25 17:00:00,Р_Н,2015
285,106459,"атлет руками гнул подковы
а некоторые ломал
под скрежетание зубами
ромал
",2022-11-25 12:00:00,Нестер Пим,2014
286,106458,"войдя в купе я сам не понял
как мы остались без одежд
пока ты тихо не спросила
а где жд
",2022-11-24 17:00:00,тебе товарищ,2018
287,106457,"итак вы оно звать вас йоко
а кто и где ваш муженек
постойте дайте угадаю
он йок
",2022-11-24 12:00:00,Нестер Пим,2014
288,106456,"вот мир из сотен тысяч видов
разнообразнейших ослов
а начиналось как обычно
со слов
",2022-11-23 17:00:00,тебе товарищ,2018
289,106455,"чья это ягодица справа
пропойцы ли курильщика
здорового ли человека
щека
",2022-11-23 12:00:00,Нестер Пим,2014
290,106454,"мой путь извилистый и узкий
а ваш широкий и прямой
прям как мечтал в десятом классе
прям мой
",2022-11-22 17:00:00,тебе товарищ,2017
291,106453,"мы пивших чай без облепихи
сожгли публично на костре
что делать лигия такая
госре
",2022-11-22 12:00:01,Нестер Пим,2014
292,106452,"допустим у тебя в квартире
сидят две старые карги
чувак возьми и выставь их на
торги
",2022-11-21 17:00:02,Хм,2018
293,106439,"я всех чей сын или племянник
оджибуэй или этруск
лица земли чертям собачьим
сотру с к
",2022-11-21 12:00:01,Нестер Пим,2014
294,106437,"тиски в комплекте и пометка
на обезболивающем
при передозировке сделать
ущем
",2022-11-20 12:00:00,Нестер Пим,2014
295,106436,"чен ын похвастался мы тезки
кличко переспросили з ким
з ки дуком бейсингер и клейстерс
з ким з ким
",2022-11-19 12:00:00,Нестер Пим,2014
296,106435,"из дуба извлекли записку
в ней здравствуй маша как дела
а как дела когда ты дуба
дала
",2022-11-18 17:00:01,журкова,2017
297,106434,"псоглавый бог сопровождает
новопреставленных в аид
в упор не слыша ихних нетов
да и д
",2022-11-18 12:00:00,Нестер Пим,2014
298,106433,"не я ль на свете всех милее
тиранил зеркало пьеро
а то упорно выдавало
error
",2022-11-17 17:00:00,тодибо,2018
299,106431,"проклятье ухогорлоносу
я джигурда а этот поц
меня лишил моих коронных
хрипотц
",2022-11-17 12:00:00,Нестер Пим,2014
300,106429,"при появлении в театре
маэстро кальмана имре
все дамы вскрикивали кальман
и мре
",2022-11-16 12:00:00,Нестер Пим,2014
301,106428,"случалось саша шасть в курятник
и ухмыляющаяся
шла по шоссе уже несушку
сося
",2022-11-15 17:00:00,тры,Unknown
302,106427,"что значит сердцу не прикажешь
прикажешь были бы сердца
сказал командущий и выпил
с лица
",2022-11-15 12:00:00,Нестер Пим,2014
303,106426,"усть буквы э мы отеряли
но будет ваш роман издат
всенеременно отому что
издат
",2022-11-14 17:00:00,тодибо,Unknown
304,106425,"от а до э напитки помню
а тот который был на ю
уже признаться не припоми
наю
",2022-11-14 12:00:00,Нестер Пим,2014
305,106424,"чорт знает что а не таможня
я говорю мешок холщов
так эта гнида прицепилась
мол що в
",2022-11-13 12:00:00,Нестер Пим,2014
306,106414,"вот раньше были щи солянки
не говоря уж об икре
а чем нас кормят эти янки
коре
",2022-11-12 12:00:00,Нестер Пим,2014
307,106408,"мы говорим не по ахейски
обеспокоился аякс
ему почтительно шепнули
а як с
",2022-11-11 12:00:00,Нестер Пим,2014
308,106406,"мне будь я сталик ханкишиев
люля давался бы кебаб
а будь я дел каретных мастер
кеба б
",2022-11-10 12:00:00,Нестер Пим,2014
309,106405,"со школы въелась эта связка
жюри брошюра парашют
на хоть ты режь меня не помню
кой шют
",2022-11-09 12:00:00,Нестер Пим,2014
310,106404,"на голове должна быть шапка
а не приправленный омлет
советник киссинджер ну сколько
вам лет
",2022-11-08 12:00:00,Нестер Пим,2014
311,106403,"меня не покидает чувство
что я вапще не там ищу
сказал аркадий глядя в ухо
клещу
",2022-11-07 17:00:00,"iLTi, Niloff",Unknown
312,106402,"мне всё на палубе знакомо
я тут родился и тут рос
вот эту херь зовут кондуктор
ту трос
",2022-11-07 12:00:01,Нестер Пим,2014
313,106392,"ребята людвиг ван бетховен
вяжы бетховена вяжы
и с ним сурок вижжы ребята
вижжы
",2022-11-06 12:00:00,Нестер Пим,2014
314,106391,"вот так вот высадишься с целью
пополнить ёмкости еды
а вместо ёмкостей пополнишь
ряды
",2022-11-05 12:00:00,Нестер Пим,2014
315,106390,"в охотничьей избушке шрека
собрались гости всех мастей
он был охотником до мозга
гостей
",2022-11-04 17:00:01,silakrыbak,Unknown
316,106389,"я стих тонический силлабо
пошлю в юнеско и оно
всплеснет руками гладко срабо
тано
",2022-11-04 12:00:00,Нестер Пим,2014
317,106387,"в глазах однится вяжешь лыко
не взяли в драку как ни лез в
отбивка слоган ты не ты ко
гда трезв
",2022-11-03 12:00:00,Нестер Пим,2014
318,106386,"ван гог не в силах моя ухо
унять язвительный ухмыл
едва припомнит сколько прежде
ух мыл
",2022-11-02 12:00:00,Нестер Пим,2014
319,106385,"товаищи воскликнул ленин
мы все когда нибудь умъём
и тут же броневик забгызгал
умъём
",2022-11-01 17:00:02,"умба, витал",Unknown
320,106383,"минутку виннету а разве
апачей вождь у нас не ты
вожди апачей же как раз ви
ннеты
",2022-11-01 12:00:00,Нестер Пим,2014
321,106381,"лишь солнце сядет за евфратом
и персию накроет ночь
шахерезада молвит слушай
кароч
",2022-10-31 17:00:01,сороконожка,Unknown
322,106380,"я разводиться не согласен
я протестую ваша честь
другой такой на целом свете
не счесть
",2022-10-31 12:00:00,Нестер Пим,2014
323,106379,"мы на галере отмечаем
международный день весла
что примечательно любого
числа
",2022-10-30 17:00:00,elvira,Unknown
324,106370,"вот педофил идет на звуки
вот попадается в капкан
в который детский хор нарочно
напхан
",2022-10-30 12:00:00,Нестер Пим,2014
325,106369,"с тобой в кино в кафе на танцы
я после школы не могу
я после школы собираюсь
во мгу
",2022-10-29 17:00:00,KadroviCHka72,Unknown
326,106368,"война машин финальный махач
отряды филипсов и нокьй
уничтожают буратин и
пиноккьй
",2022-10-29 12:00:00,Нестер Пим,2014
327,106367,"растки добра сказал геннадий
ростут быстрей цветов и трав
но я считаю что он в корне
не прав
",2022-10-28 17:00:00,Ольга Ступина,Unknown
328,106366,"мы запретили съезд артёмов
а он возьми и состоись
под патронажем ассамблеи
таисьй
",2022-10-28 12:00:00,Нестер Пим,2014
329,106365,"за жизнь царя в подводном царстве
ещё боролись доктора
а на престол уже метнулась
икра
",2022-10-27 17:00:00,"Bartos, тры",Unknown
330,106364,"штаб олимпийских игр поставит
на вид держателям макак
осуществляющийся ими
накак
",2022-10-27 12:00:00,Нестер Пим,2014
331,106362,"всех местных ос я знаю лично
вот эта например оса
кусала хулио иглеси
аса
",2022-10-26 17:00:00,Niloff,Unknown
332,106361,"мы комитет по анаграммам
гони ключи апостол пётр
мы в большинстве признай ты к стенке
припётр
",2022-10-26 12:00:00,Нестер Пим,2014
333,106360,"я полюбила вас за губы
что целовали горячо
и ваше крепкое мужское
ну чо
",2022-10-25 17:00:00,H_N,Unknown
334,106358,"колдун девицыну темницу
закрыл на дюжину щеколд
и произвёл над каждой третьей
заколд
",2022-10-25 12:00:00,Нестер Пим,2014
335,106357,"мы изумились белым светом
как только вышли из сеней
в сенях то небо нам казалось
синей
",2022-10-24 17:00:00,Пиль,Unknown
336,106356,"скарификация тоннели
прокалывание соска
несовершеннолетним скидка
со скал
",2022-10-24 12:00:00,Нестер Пим,2014
337,106342,"для выживания в россии
пункт а пальто пункт бэ кашне
а конструктивный образ мыслей
аж нэ
",2022-10-23 12:00:00,Нестер Пим,2014
338,106341,"мы отвернулись от японца
а он на ножик как наляг
как накалякай перед этим
каляк
",2022-10-22 12:00:00,Нестер Пим,2014
339,106340,"по лесу вместо елисея
всю ночь шатался моисей
а поутру увёл куда то
лосей
",2022-10-21 17:00:00,тодибо,Unknown
340,106339,"всю жизнь уверен был что в церкви
не куравлёв а образа
благодарю вы мне открыли
глаза
",2022-10-21 12:00:00,Нестер Пим,2014
341,106338,"приложенный к письму рисунок
салтан порвал и закричал
да не да чем бы я такое
зачал
",2022-10-20 17:00:00,Нестер Пим,Unknown
342,106337,"построю бот мечтал царь пётыр
и бремя царственных забот
переложу в авторежыме
на бот
",2022-10-20 12:00:00,Нестер Пим,2014
343,106336,"герасим взял смычок и скрипку
и что то жалобно смычит
а кинешь денежку ещё и
смычит
",2022-10-20 07:00:00,тодибо,2020
344,106335,"вначале принц пугался очень
но догадался наконец
чем ближе полдень тем короче
отец
",2022-10-19 17:00:00,тодибо,Unknown
345,106334,"скажы разжыжыться разжыжусь
вели сгуститься стану густ
натравишь брошусь только это
не в куст
",2022-10-19 12:00:00,Нестер Пим,2014
346,106333,"куда вы пшикаете столько
одеколона хьюго босс
в ответ промямлил капельмейстер
в жабо с
",2022-10-19 07:00:00,oless,2020
347,106332,"я верил в дверь и воспевали
её мои ученики
пока не появились двере
тики
",2022-10-18 17:00:00,икигаев,Unknown
348,106331,"што нужно нехристь окаянный
поди курильская гряда
посол замялся откровенно
гря да
",2022-10-18 12:00:00,Нестер Пим,2014
349,106330,"вы вскрыли дверь чужой квартиры
причём при помощи хуя
элементарно ватсон это
моя
",2022-10-18 07:00:00,H_N,2019
350,106329,"на человеке невидимке
висело два десятка дел
а за решёткой лишь костюмчик
сидел
",2022-10-17 17:00:00,"ВиЛюров, Bartos",Unknown
351,106328,"криптопослание несётся
на имя лично ильича
завхачен телефраг полмотса
потча
",2022-10-17 12:00:00,Нестер Пим,2014
352,106327,"когда мы были молодыми
и чушь прекрасную несли
звучала музыка элвиса
пресли
",2022-10-17 07:00:01,stakhanoff,2019
353,106326,"мы с единоутробным братом
делили поровну жратву
пока он не принес медсправку
что дву
",2022-10-16 17:00:00,Нестер Пим,Unknown
354,106309,"на случай если вы вдруг войско
санкционирую ваш круг
и ваш парад на случай если
вы вдруг
",2022-10-16 12:00:00,Нестер Пим,2014
355,106308,"особенно противны тыквы
во время размноженья тыкв
когда влезает тыкв на тыкву
и тык в
",2022-10-16 07:00:00,тодибо,2019
356,106307,"а вот могила геркулеса
на русь пришедшего с мечом
и в меховом боа а больше
в ничём
",2022-10-15 17:00:00,Нестер Пим,Unknown
357,106306,"мне патентованное средство
сулило имя и доход
да малограмотный народец
дох от
",2022-10-15 12:00:00,Нестер Пим,2014
358,106305,"наброс говна на вентилятор
довольно прост как ни крути
в процессе два этапа 1) какни
2) крути
",2022-10-15 07:00:00,H_N,2019
359,106304,"пойду конём и будь что будет
сказал я шёпотом жене
и сбруя тихо зазвенела
на мне
",2022-10-14 17:00:00,masia,Unknown
360,106303,"с учотом крупного размера
понарасхищенных вещей
обэхаэс пустил по следу
ищей
",2022-10-14 12:00:00,Нестер Пим,2014
361,106302,"давай без экстремизма в сексе
я не любитель ролевых
я вообще предпочитаю
живых
",2022-10-14 07:00:00,BredoeD,2018
362,106301,"из банки дедушкину брагу
гребу обеими горстьми
хотя и пахнет неприятно
стями
",2022-10-13 17:00:00,"ДПС, Ольга Ступина",2020
363,106300,"мне фифтисентов и снупдогов
труда не стоит победить
не говоря уже про прочих
пидидь
",2022-10-13 12:00:00,Нестер Пим,2014
364,106298,"на поединок с чудом юдом
на удивление тверёз
добрыня шёл с двумя стволами
берёз
",2022-10-13 07:00:00,H_N,2018
365,106296,"беда с эрекцией у глеба
да и с реакцией беда
а вот супруга у него я
беда
",2022-10-12 17:00:00,Bartos,2021
366,106295,"к нам капитан ворвался в кубрик
он думал бунт на корабле
а оказалось мы читаем
рабле
",2022-10-12 12:00:00,Нестер Пим,2013
367,106294,"брожу ли я вдоль улиц шумных
хожу ли тихих поперёк
я никогда не пропускаю
ларёк
",2022-10-12 07:00:00,H_N,2018
368,106292,"хэзэ промямлил станиславский
когда принцесса турандот
пошла и бросилась грудями
на дот
",2022-10-11 17:00:00,Тумми,2019
369,106291,"какой финал борцовской схватки
минчанин вышед на ковёр
не ждал от лондонца авад ке
давёр
",2022-10-11 12:00:00,Нестер Пим,2013
370,106290,"мы думали его подельник
убил ударом по спине
но сослуживцы говорят что
поне
",2022-10-11 07:00:00,H_N,2018
371,106289,"коты не цирковые звери
но куклачёв принёс кнуты
и сразу же воцирковились
коты
",2022-10-10 17:00:00,Niloff,2021
372,106288,"поставщики нефтепродуктов
а также сахара сырца
боюсь я вынужден разбить вам
сердца
",2022-10-10 12:00:00,Нестер Пим,2013
373,106287,"в вокабуляре антонины
нет термина вокабуляр
на ляр там только лишь столяр и
маляр
",2022-10-10 07:00:01,oless,2018
374,106286,"старушка топором взмахнула
да я сейчас да я да я
вот тут раскольников и брякнул
дай я
",2022-10-09 17:00:00,журкова,2019
375,106285,"зачем крадёшь моих баранов
заныла старая ануш
я раздражённо огрызнулся
для нужд
",2022-10-09 12:00:00,Нестер Пим,2013
376,106263,"волнуясь руку предлагаешь
но для чего ты мне такой
прости прощай живи как прежде
с рукой
",2022-10-09 07:00:00,тры,2018
377,106262,"сначала мы доили ската
но скоро поняли что скат
не очень для такого дела
соскат
",2022-10-08 17:00:00,masia,2019
378,106261,"у нас писательство не то что
де мопассан или басё
косоворото бородато
босё
",2022-10-08 12:00:00,Нестер Пим,2013
379,106260,"с тех пор как стал интеллигентом
на полках данте кафка блок
и каждый кореш сука тянет
ебло к
",2022-10-08 07:00:00,H_N,2017
380,106259,"мы поцелуями покроем
уста и очи и чело
а остальное пусть другое
село
",2022-10-07 17:00:00,ЯД,Unknown
381,106258,"куплю кровать но не большую
а небольшую но куплю
я сплю немного а не много
но сплю
",2022-10-07 12:00:00,Нестер Пим,2013
382,106256,"я подарю вам шуфутинку
сердечко в форме цифры три
с горящими рябин кострами
внутри
",2022-10-07 07:00:00,Олег Олег,2017
383,106255,"из зеркала смотрела рожа
ужасно старого хрыча
пугая буратино карло
вича
",2022-10-06 17:00:00,тодибо,Unknown
384,106254,"аполлинарий костровицкий
в нощи вопивший йа гийом
из ряда окон был обозван
геём
",2022-10-06 12:00:00,Нестер Пим,2013
385,106253,"святым отцам что под фанеру
псалмы читают невпопад
предуготован специальный
поп-ад
",2022-10-06 07:00:00,H_N,2017
386,106252,"нам снится рокот космодрома
трава у дома и бобры
смените капельницу будьте
добры
",2022-10-05 17:00:00,"раз раз_, тры",Unknown
387,106251,"жму кнопку связи с машинистом
за полпути я восемь глав
из девяти прочёл нельзя ли
стремглав
",2022-10-05 12:00:00,Нестер Пим,2013
388,106249,"я буду идеальной жертвой
для применения ножа
не обрезайте только строчку
пожа
",2022-10-05 07:00:00,H_N,2017
389,106248,"ложусь вытягиваю ноги
и остальное всё что есть
и ставлю долбаный будильник
на сесть
",2022-10-04 17:00:00,masia,Unknown
390,106247,"пришол в бутырский изолятор
принёс подельнику пилав
а сам подмигиваю дескать
пила в
",2022-10-04 12:00:00,Нестер Пим,2013
391,106246,"я потеряла много крови
оксана шепчет из норы
меня за это не побьют до
норы?
",2022-10-04 07:00:00,Олег Олег,2017
392,106245,"я так орудовал на солнце
увеличительным стеклом
что у рабочего по крыше
стёк лом
",2022-10-03 17:00:00,раз раз_,Unknown
393,106244,"когда шифт энтер не работа ет не кончается строка и никакая силлабото ника
",2022-10-03 12:00:00,Нестер Пим,2013
394,106243,"на маскарпоне из ашана
написано маскарпоне
что для французов допустимо
вполне
",2022-10-03 07:00:01,oless,2017
395,106220,"жрецы и жрицы артемиды
я вас попотчую фламбэ
ай незадача ну да ладно
план бэ
",2022-10-02 12:00:00,Нестер Пим,2013
396,106219,"пингвин проходит мимо загса
и внутренне сжимается
здесь окольцовывали деда
отца
",2022-10-02 07:00:00,oless,2017
397,106218,"пронёсся мимо тварь косая
алиса следом бац нора
алиса сунулась и саё
нара
",2022-10-01 12:00:00,Нестер Пим,2013
398,106217,"прекрасная ответпидора
сказала одиссею нет
и это кстати был неверный
ответ
",2022-10-01 07:00:00,Олег Олег,2017
399,106216,"холмс тут ограбили старуху
украли золотой браслет
но вы смотрю уже напали
на плед
",2022-09-30 17:00:00,Bartos,Unknown
400,106215,"я мог прогнать вдову должницу
с детьми пришедшую под дождь
однако чтото мне шептало
подождь
",2022-09-30 12:00:00,Нестер Пим,2013
401,106214,"вчера приснилось будто в душе
ты вся вокруг меня вилась
и прямо скажем воодуше
вилась
",2022-09-30 07:00:00,intelleon,2016
402,106213,"из за стекла литровой банки
на нас смотрел большой томат
и по лицу его читалось
там ад
",2022-09-29 17:00:01,Niloff,Unknown
403,106210,"мы во дворе живём как эти
не поучай меня иа
нашолся тоже мне аббат фа
риа
",2022-09-29 12:00:00,Нестер Пим,2013
404,106209,"на день рождения сэнсэя
мы выковали каравай
он поклонился принял ня мол
кавай
",2022-09-29 07:00:00,Олег Олег,2016
405,106208,"мы во дворе живём как эти
а раньше жили во дворце
пока из оного не выкрал
вор ц
",2022-09-28 12:00:00,Нестер Пим,2013
406,106207,"михалыч мы в борьбе со стрессом
сегодня в баре все попьём
и будем бить друг друга прессом
папьём
",2022-09-28 07:00:00,iXtiandbIr,2016
407,106206,"лев отодвинул билетёра
и вышел на цветной бульвар
у женщин вырвалось о божэ
у льва р
",2022-09-27 12:00:00,Нестер Пим,2013
408,106205,"скажите ребе в лабутенах
и охмурительных штанах
ходить в шаббат не запрещает
танах?
",2022-09-27 07:00:00,Олег Олег,2016
409,106204,"лежу пластом в осеннем парке
сражённый красотою дня
и листья жёлтые пинают
меня
",2022-09-26 17:00:00,абэ,Unknown
410,106203,"мои особые приметы
щеголеват как янки дудл
одутловат хотя чего там
одутл
",2022-09-26 12:00:00,Нестер Пим,2013
411,106202,"не доверяю попрошайкам
что клянчут деньги на проезд
ему пять тысяч дашь а он их
пропьёт
",2022-09-26 07:00:01,Олег Олег,2016
412,106200,"один гроссмейстер седовлас был 
другой гроссмейстер конопат 
предполагали будет ярко 
но пат
",2022-09-25 12:00:00,Нестер Пим,2013
413,106185,"в раскопках под румынским замком 
был обнаружен протокол 
прошу немедля занести в про 
токол
",2022-09-25 07:00:00,Олег Олег,2015
414,106184,"приедешь в мурманскую область 
а там ни рек ни кандалакш 
да как же ж так же ж как же так же 
как ж так ж 
",2022-09-24 12:00:00,Нестер Пим,2013
415,106183,"сидели что то говорили 
употребляли вещества 
являли образец товари 
щества 
",2022-09-24 07:00:00,BredoeD,2015
416,106182,"товарищ сухов удивился 
как ты попал сюда саид 
час пик и пятница пустыня 
стоит
",2022-09-23 12:00:00,Нестер Пим,2013
417,106181,"в зависимости от того как 
искусно кушают кебаб 
мы женщин делим на девчоно 
к и баб
",2022-09-23 07:00:00,Олег Олег,2015
418,106180,"я угостил анжэлу кофем 
и проводил её домой 
в конце концов имею право 
дом мой
",2022-09-22 12:00:00,Нестер Пим,2013
419,106179,"как чуден нил зимой и летом 
но редкий египтянин в нём 
до середины доплывает 
живьём 
",2022-09-22 07:00:00,Дей,2015
420,106178,"посыл питания агуша 
сбивает с толку малыша 
тут и агу тебе но тут же 
и ша
",2022-09-21 12:00:00,Нестер Пим,2013
421,106177,"нет места в бочке диогена 
для женщин мебели и штор 
зато для мыслей широчайший 
простор 
",2022-09-21 07:00:00,Анатолий Баклагов,2015
422,106176,"я академик забуевский 
один из авторов труда 
о недооценённой пользе 
вреда
",2022-09-20 12:00:01,Нестер Пим,2013
423,106175,"долой отрыв от производства 
я ликвидировал отрыв 
в себе талант игры на домне 
отрыв 
",2022-09-20 07:00:02,Олег Олег,2015
424,106162,"боюсь наш лоцман первоклассен 
как толкователь карт таро 
а вот как лоцманских боюсь что 
второ 
",2022-09-19 19:20:56,Нестер Пим,2013
425,106161,"ильич общался с ходоками 
но на повышенных тонах 
то впи неслось из мавзолея 
то нах 
",2022-09-19 19:20:38,Олег Олег,2015
426,106157,"поэт прекрасноравнодушный
прочёл изысканный сонет
што есть любовь на белом свете
што нет
",2022-09-18 17:00:00,Митрий,Unknown
427,106156,"кто чтото слопал то что слопал
в себе пускай бы и носил
не какайте не тратьте попу
сту сил
",2022-09-18 12:00:00,Нестер Пим,2013
428,106155,"я думал провести реформы
да только их не проведёшь
висят как встарь пила ведёрко
и ёж
",2022-09-18 07:00:00,Олег Олег,2014
429,106154,"не продаём спиртное лицам
чья участь явственно горька
ну то есть лицам не достигшим
ларька
",2022-09-17 17:00:00,masia,Unknown
430,106153,"у гранта джекмана и лори
на гримуборных надпись х...й
не красящая ни писавших
ни хьй
",2022-09-17 12:00:00,Нестер Пим,2013
431,106152,"маэстро бахнул кружку спирта
не запивая кофиём
а после сразу же в покойный
приём
",2022-09-17 07:00:00,Олег Олег,2014
432,106151,"великомученик василий
искал себе учеников
из перспективных маломуче
ников
",2022-09-16 17:00:00,H_N,Unknown
433,106150,"гигантоман из оренбурга
привержен боксу горячо
купил билет на бой поветин
кличо
",2022-09-16 12:00:00,Нестер Пим,2013
434,106148,"фракталы вьются на паркете
рот пересох и онемел
и значит в найденом пакете
не мел
",2022-09-16 07:00:00,filipolya,2014
435,106146,"мы в жертву божеству приносим
очередное божество
и божество довольно ибо
жест во!
",2022-09-15 17:00:00,Bartos,Unknown
436,106145,"миледи винтер потравила
два доблестные шевалья
чего не надо в их тарелку
волья
",2022-09-15 12:00:00,Нестер Пим,2013
437,106143,"запасы гречки на исходе
угрюм барсук стреножен йож
а ты сидиш и песницоя
поёш
",2022-09-15 07:00:00,Олег Олег,2014
438,106142,"спросил министыр междометий
что по проектам в двух словах
и замы хором отвечают
не ах
",2022-09-14 17:00:00,кум,Unknown
439,106140,"ты всё напутала родная
гольф надевают как носок
а не повязывают наи
скосок
",2022-09-14 12:00:00,Нестер Пим,2013
440,106139,"бродила люся в чистом поле
гадая лю или не лю
число ромашек приближалось
к нулю
",2022-09-14 07:00:00,Каркас,2014
441,106138,"а вы ноктюрн играть могли бы
в какомнибудь другом дворе
уже достали эти ваши
два ре
",2022-09-13 17:00:00,"Bartos, masia",Unknown
442,106136,"представился мисс кишинэу
я князь литовский радзивилл
она кокетничает не у
дзивил
",2022-09-13 12:00:00,Нестер Пим,2013
443,106135,"на штангельциркульном заводе
похищен гипсовый бигмак
который зарядил когда то
чумак
",2022-09-13 07:00:01,oless,2014
444,106134,"я начинающая осень
я не прозрачна не ясна
а может просто пожилая
весна
",2022-09-12 17:00:01,masia,Unknown
445,106132,"зачем тебе на самоваре
переключатель скоростей
ты что то брат не то затеял
растей
",2022-09-12 12:00:01,Нестер Пим,2013
446,106129,"сгорит ещё одна страница
и повторится всё как встарь
великолепная пятёрка
вратарь
",2022-09-12 07:00:01,Олег Олег,2014
447,106112,"левша с трудом уже пинцетом
достал меньшую из матрёх
но оказалось что и эта
мать трёх
",2022-09-11 17:00:00,тодибо,Unknown
448,106111,"сдай на мешок сказал мне тренер
мы бег устраиваем в них
я настороженно спросила
в одних
",2022-09-11 12:00:00,Нестер Пим,2013
449,106110,"онегин добрый мой приятель
а ленский жалкий рифмоплёт
вот догадайтесь кто в романе
умрёт
",2022-09-11 07:00:00,Дед Митрий,2014
450,106109,"зачем нужны все эти люди
что с толстой сумкой на ремне
по ленинграду носят письма
не мне
",2022-09-10 17:00:00,Niloff,Unknown
451,106108,"полбанки тефтелей в буфете
и полконтейнера тефтель
отец небесный эти ль в эти
те в те ль
",2022-09-10 12:00:00,Нестер Пим,2013
452,106107,"за скорость высадки в камины
поболе чем у прочих сант
и получил дворянский титул
десант
",2022-09-10 07:00:00,Олег Олег,2014
453,106105,"заходит эцилоп едва мы
затеяли попить чайку
и тычет в сахарницу пальцем
чей ку
",2022-09-09 17:00:00,Нестер Пим,Unknown
